player_x,player_y,coins_collected,lives_left,enemy_distance,rewards_collected
2,1,0,2,17.4928556845359,0
2,1,0,2,17.4928556845359,0
2,1,0,2,17.4928556845359,0
2,1,0,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,17.4928556845359,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,16.64331697709324,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
2,1,1,2,15.811388300841896,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,16.401219466856727,0
1,1,2,2,15.620499351813308,0
1,1,2,2,15.620499351813308,0
1,1,2,2,15.620499351813308,0
1,1,2,2,15.620499351813308,0
1,2,2,2,14.866068747318506,0
1,2,2,2,14.866068747318506,0
1,2,2,2,14.866068747318506,0
1,2,2,2,14.866068747318506,0
1,2,2,2,14.866068747318506,0
1,2,2,2,14.866068747318506,0
1,2,2,2,14.866068747318506,0
1,2,2,2,14.866068747318506,0
1,3,3,2,14.142135623730951,0
1,3,3,2,14.142135623730951,0
1,3,3,2,14.142135623730951,0
1,3,3,2,14.142135623730951,0
1,3,3,2,14.142135623730951,0
1,3,3,2,14.142135623730951,0
1,3,3,2,14.142135623730951,0
1,3,3,2,14.142135623730951,0
1,4,4,2,13.45362404707371,0
1,4,4,2,13.45362404707371,0
1,4,4,2,13.45362404707371,0
1,4,4,2,13.45362404707371,0
1,4,4,2,12.806248474865697,0
1,4,4,2,12.806248474865697,0
1,4,4,2,12.806248474865697,0
1,4,4,2,12.806248474865697,0
1,5,5,2,12.206555615733702,0
1,5,5,2,12.206555615733702,0
1,5,5,2,12.206555615733702,0
1,5,5,2,12.206555615733702,0
1,5,5,2,12.206555615733702,0
1,5,5,2,12.206555615733702,0
1,5,5,2,12.206555615733702,0
1,5,5,2,12.206555615733702,0
1,6,6,2,11.661903789690601,0
1,6,6,2,11.661903789690601,0
1,6,6,2,11.661903789690601,0
1,6,6,2,11.661903789690601,0
1,6,6,2,11.661903789690601,0
1,6,6,2,11.661903789690601,0
1,6,6,2,11.661903789690601,0
1,6,6,2,11.661903789690601,0
1,7,7,2,11.180339887498949,0
1,7,7,2,11.180339887498949,0
1,7,7,2,11.180339887498949,0
1,7,7,2,11.180339887498949,0
1,7,7,2,10.770329614269007,0
1,7,7,2,10.770329614269007,0
1,7,7,2,10.770329614269007,0
1,7,7,2,10.770329614269007,0
1,8,8,2,10.44030650891055,0
1,8,8,2,10.44030650891055,0
1,8,8,2,10.44030650891055,0
1,8,8,2,10.44030650891055,0
1,8,8,2,10.44030650891055,0
1,8,8,2,10.44030650891055,0
1,8,8,2,10.44030650891055,0
1,8,8,2,10.44030650891055,0
1,9,9,2,10.198039027185569,0
1,9,9,2,10.198039027185569,0
1,9,9,2,10.198039027185569,0
1,9,9,2,10.198039027185569,0
1,9,9,2,10.198039027185569,0
1,9,9,2,10.198039027185569,0
1,9,9,2,10.198039027185569,0
1,9,9,2,10.198039027185569,0
2,9,10,2,9.219544457292887,0
2,9,10,2,9.219544457292887,0
2,9,10,2,9.219544457292887,0
2,9,10,2,9.219544457292887,0
2,9,10,2,9.055385138137417,0
2,9,10,2,9.055385138137417,0
2,9,10,2,9.055385138137417,0
2,9,10,2,9.055385138137417,0
3,9,11,2,8.06225774829855,0
3,9,11,2,8.06225774829855,0
3,9,11,2,8.06225774829855,0
3,9,11,2,8.06225774829855,0
3,9,11,2,8.06225774829855,0
3,9,11,2,8.06225774829855,0
3,9,11,2,8.06225774829855,0
3,9,11,2,8.06225774829855,0
3,8,12,2,8.246211251235321,0
3,8,12,2,8.246211251235321,0
3,8,12,2,8.246211251235321,0
3,8,12,2,8.246211251235321,0
3,8,12,2,8.246211251235321,0
3,8,12,2,8.246211251235321,0
3,8,12,2,8.246211251235321,0
3,8,12,2,8.246211251235321,0
3,7,13,2,8.54400374531753,0
3,7,13,2,8.54400374531753,0
3,7,13,2,8.54400374531753,0
3,7,13,2,8.54400374531753,0
3,7,13,2,8.246211251235321,0
3,7,13,2,8.246211251235321,0
3,7,13,2,8.246211251235321,0
3,7,13,2,8.246211251235321,0
3,6,14,2,8.54400374531753,0
3,6,14,2,8.54400374531753,0
3,6,14,2,8.54400374531753,0
3,6,14,2,8.54400374531753,0
3,6,14,2,8.54400374531753,0
3,6,14,2,8.54400374531753,0
3,6,14,2,8.54400374531753,0
3,6,14,2,8.54400374531753,0
3,5,15,2,8.94427190999916,0
3,5,15,2,8.94427190999916,0
3,5,15,2,8.94427190999916,0
